,time,Open,High,Low,Close,Volume,returns,volatility
29,2023-01-02 05:00:00,16631.8,16653.8,16612.8,16640.0,6882.642,0.0004930314217344023,0.0013305311580864498
30,2023-01-02 06:00:00,16640.1,16654.8,16627.8,16632.4,4079.99,-0.00045673076923069544,0.0013398140415226071
31,2023-01-02 07:00:00,16632.5,16767.8,16630.8,16712.5,34167.373,0.0048159014934705535,0.0016823442606630418
32,2023-01-02 08:00:00,16712.6,16764.0,16701.0,16724.5,15067.451,0.0007180254300673816,0.0016820575767031295
33,2023-01-02 09:00:00,16724.6,16735.9,16705.1,16710.0,7428.434,-0.0008669915393584304,0.0016829690556388586
34,2023-01-02 10:00:00,16710.0,16759.8,16703.2,16720.2,8279.414,0.0006104129263915237,0.0016688870135188264
35,2023-01-02 11:00:00,16720.1,16734.0,16696.0,16728.5,6775.332,0.0004964055453882121,0.001661972441911003
36,2023-01-02 12:00:00,16728.4,16736.1,16713.0,16713.2,4678.572,-0.0009146068087395598,0.0016917630412666654
37,2023-01-02 13:00:00,16713.2,16716.5,16674.3,16687.8,10046.081,-0.001519756838905817,0.0017428959163349003
38,2023-01-02 14:00:00,16687.7,16702.5,16665.0,16694.8,8935.589,0.0004194681144309431,0.0017412875663820793
39,2023-01-02 15:00:00,16694.7,16744.8,16688.4,16729.2,12200.994,0.0020605218391356317,0.001782343083929215
40,2023-01-02 16:00:00,16729.2,16732.9,16704.0,16704.1,6548.028,-0.0015003706094733893,0.0018294301914755394
41,2023-01-02 17:00:00,16704.1,16716.5,16702.6,16710.1,4115.314,0.00035919325195621354,0.001829272673911697
42,2023-01-02 18:00:00,16710.0,16725.8,16703.9,16718.3,3188.873,0.0004907211806033374,0.001825186760979804
43,2023-01-02 19:00:00,16718.3,16732.1,16711.1,16730.5,2697.782,0.0007297392677485526,0.0018220483161766267
44,2023-01-02 20:00:00,16730.5,16732.0,16702.7,16722.8,3836.094,-0.00046023729117483647,0.0017520286223585647
45,2023-01-02 21:00:00,16722.7,16799.0,16715.0,16751.9,9106.205,0.0017401392111369152,0.0017253046940531695
46,2023-01-02 22:00:00,16751.9,16755.7,16685.1,16694.6,10723.212,-0.0034205075245198335,0.0019291709311068655
47,2023-01-02 23:00:00,16694.6,16717.4,16650.0,16666.0,11556.583,-0.0017131287961376085,0.0017164150752941153
48,2023-01-03 00:00:00,16665.9,16699.7,16639.5,16689.1,8954.36,0.001386055442217593,0.0017082895008118694
49,2023-01-03 01:00:00,16689.0,16689.1,16645.5,16670.5,6321.7210000000005,-0.0011144998831571495,0.0017301354742287995
50,2023-01-03 02:00:00,16670.4,16680.0,16665.2,16666.5,2974.963,-0.00023994481269307144,0.0017271867952392034
51,2023-01-03 03:00:00,16666.5,16694.0,16661.5,16684.5,3801.419,0.001080010800108111,0.0013520307329352409
52,2023-01-03 04:00:00,16684.4,16691.2,16675.2,16678.0,2331.004,-0.0003895831460337673,0.0013401264369734597
53,2023-01-03 05:00:00,16677.9,16721.9,16677.7,16720.0,5682.914,0.0025182875644562674,0.00145234155304691
54,2023-01-03 06:00:00,16720.0,16774.0,16717.7,16719.8,14948.156,-1.1961722488074145e-05,0.0014459249091176845
55,2023-01-03 07:00:00,16719.8,16726.4,16700.6,16723.1,6435.281,0.0001973707819471482,0.0014420603392525735
56,2023-01-03 08:00:00,16723.1,16728.9,16691.7,16710.0,6822.343,-0.0007833475850768101,0.0014380444896430996
57,2023-01-03 09:00:00,16710.1,16750.5,16710.0,16732.9,6532.91,0.0013704368641533904,0.001423337532808184
58,2023-01-03 10:00:00,16732.9,16740.9,16716.0,16718.3,4774.934,-0.0008725325556240282,0.0014390240454384975
59,2023-01-03 11:00:00,16718.2,16729.8,16703.0,16714.2,3878.215,-0.00024524024571870306,0.001361548357345182
60,2023-01-03 12:00:00,16714.2,16721.2,16695.7,16703.7,6066.134,-0.0006282083497863855,0.001325948776603655
61,2023-01-03 13:00:00,16703.8,16732.2,16703.7,16718.1,5633.08,0.0008620844483555601,0.0013378409904995223
62,2023-01-03 14:00:00,16718.2,16764.9,16633.0,16653.1,33040.987,-0.0038880016269791096,0.0015917662070104126
63,2023-01-03 15:00:00,16653.1,16674.9,16610.0,16670.8,29071.069,0.0010628651722501825,0.001603641299347634
64,2023-01-03 16:00:00,16670.9,16680.1,16606.0,16617.3,14840.489,-0.0032092041173789054,0.0017410690465238193
65,2023-01-03 17:00:00,16617.3,16637.0,16600.3,16626.0,9304.479,0.0005235507573433384,0.0016858670343240104
66,2023-01-03 18:00:00,16626.1,16645.8,16621.2,16637.7,5468.815,0.0007037170696500006,0.0015397410999751617
67,2023-01-03 19:00:00,16637.6,16652.0,16615.1,16637.7,5505.693,0.0,0.001496393358126552
68,2023-01-03 20:00:00,16637.6,16665.8,16636.0,16656.1,6661.503,0.001105922092596856,0.0014831624883820255
69,2023-01-03 21:00:00,16656.0,16665.7,16652.4,16658.8,3880.582,0.00016210277315820143,0.0014644618973509928
70,2023-01-03 22:00:00,16658.8,16673.0,16642.9,16670.1,4068.634,0.0006783201671187733,0.0014720430564235097
71,2023-01-03 23:00:00,16670.2,16688.2,16660.2,16667.2,6070.52,-0.0001739641633822231,0.0014507020018769037
72,2023-01-04 00:00:00,16667.3,16668.4,16645.7,16655.6,4299.783,-0.0006959777287127711,0.0014560749981678577
73,2023-01-04 01:00:00,16655.6,16730.0,16652.3,16696.1,14283.553,0.002431614592089071,0.0014480851542317396
74,2023-01-04 02:00:00,16696.1,16749.8,16695.5,16729.0,10777.263,0.0019705200615713903,0.0015184475452506968
75,2023-01-04 03:00:00,16729.1,16870.0,16729.0,16855.9,40719.495,0.0075856297447547405,0.0022729398014445026
76,2023-01-04 04:00:00,16855.9,16904.4,16841.0,16852.4,20900.843,-0.00020764242787396636,0.002260804278721607
77,2023-01-04 05:00:00,16852.5,16856.5,16832.3,16848.3,7856.39,-0.00024328878972745827,0.0022541405816106897
78,2023-01-04 06:00:00,16848.3,16872.9,16842.2,16872.9,6521.234,0.0014600879613968498,0.0022481060001324684
79,2023-01-04 07:00:00,16872.8,16885.4,16841.1,16862.5,9605.247,-0.0006163730004919987,0.002255776167922511
80,2023-01-04 08:00:00,16862.5,16913.6,16826.7,16857.1,18658.974,-0.00032023721275031836,0.00224911170891701
81,2023-01-04 09:00:00,16857.1,16860.4,16824.5,16838.9,6614.273,-0.0010796637618568639,0.00227260959145611
82,2023-01-04 10:00:00,16838.9,16840.9,16826.1,16838.0,4847.863,-5.3447671760076254e-05,0.002045552293648714
83,2023-01-04 11:00:00,16837.9,16847.4,16826.2,16826.8,4561.085,-0.0006651621332700586,0.002059385335212798
84,2023-01-04 12:00:00,16826.7,16838.7,16800.1,16808.0,10884.695,-0.0011172653148547873,0.001910544812298259
85,2023-01-04 13:00:00,16808.0,16829.8,16804.3,16820.1,5583.459,0.0007198952879581277,0.0019107849099610928
86,2023-01-04 14:00:00,16820.2,16852.1,16789.0,16821.0,15888.621,5.3507410776587605e-05,0.0019141377405093246
87,2023-01-04 15:00:00,16820.9,16850.4,16759.3,16846.5,28117.369,0.001515962190119513,0.0019212254910222065
88,2023-01-04 16:00:00,16846.5,16890.8,16824.3,16850.7,18406.97,0.0002493099456861714,0.0019194998111453606
89,2023-01-04 17:00:00,16850.8,16945.6,16841.8,16885.4,20882.503,0.0020592616330479263,0.0019443372066426953
90,2023-01-04 18:00:00,16885.4,16980.0,16864.0,16942.0,23539.176,0.0033520082438081023,0.002034230347056361
91,2023-01-04 19:00:00,16941.9,16984.6,16777.7,16835.9,46623.188,-0.006262542793058601,0.00257352911453107
92,2023-01-04 20:00:00,16835.9,16844.2,16766.0,16801.2,14545.323,-0.00206107187616944,0.0026247018312641236
93,2023-01-04 21:00:00,16801.1,16820.4,16789.1,16819.4,5258.686,0.0010832559579077028,0.002587872361986105
94,2023-01-04 22:00:00,16819.3,16837.2,16808.5,16818.7,3870.981,-4.161860708473686e-05,0.002561398574426207
95,2023-01-04 23:00:00,16818.7,16860.9,16807.3,16842.1,6500.864,0.001391308484008702,0.0019260195220872996
96,2023-01-05 00:00:00,16842.2,16869.0,16817.4,16819.9,8299.923,-0.0013181254119140062,0.0019470236801423283
97,2023-01-05 01:00:00,16819.8,16842.5,16800.0,16825.0,5989.228,0.0003032122664223813,0.0019486629192345666
98,2023-01-05 02:00:00,16825.0,16836.6,16816.9,16827.9,2381.822,0.0001723625557208397,0.001916546371603424
99,2023-01-05 03:00:00,16827.9,16828.3,16810.3,16819.0,2848.03,-0.0005288835802448322,0.0019154816147369154
100,2023-01-05 04:00:00,16819.0,16834.7,16815.0,16829.1,2549.775,0.0006005113264759832,0.0019216577312476488
101,2023-01-05 05:00:00,16829.0,16840.7,16829.0,16836.1,2410.192,0.0004159461884474247,0.0019098285780973052
102,2023-01-05 06:00:00,16836.2,16836.2,16804.4,16810.5,4590.842,-0.001520542168316763,0.0019396653109013647
103,2023-01-05 07:00:00,16810.4,16816.7,16782.4,16816.1,6986.003,0.0003331251301268434,0.0019366550774747187
104,2023-01-05 08:00:00,16816.1,16822.0,16786.5,16799.9,4779.411,-0.0009633624918974348,0.001932408725454063
105,2023-01-05 09:00:00,16799.9,16806.0,16775.1,16800.6,7577.37,4.166691468387995e-05,0.0019246335511842333
106,2023-01-05 10:00:00,16800.7,16829.0,16798.2,16816.4,6192.154,0.0009404426032404434,0.0019374707160682973
107,2023-01-05 11:00:00,16816.4,16830.0,16807.9,16827.0,4609.052,0.0006303370519253892,0.0019106484399668202
108,2023-01-05 12:00:00,16827.0,16827.0,16807.9,16813.6,4285.55,-0.0007963392167350536,0.0019161479350234194
109,2023-01-05 13:00:00,16813.6,16821.1,16770.1,16771.1,14522.537,-0.0025277156587524274,0.0019175459634620889
110,2023-01-05 14:00:00,16771.0,16829.0,16740.4,16822.6,26660.991,0.003070758626446679,0.0018898941654979162
111,2023-01-05 15:00:00,16822.6,16872.8,16817.0,16836.6,23417.468,0.0008322138076160002,0.0012939420249848852
112,2023-01-05 16:00:00,16836.7,16856.8,16816.0,16833.0,8698.276,-0.00021381989237723165,0.0012014881043663488
113,2023-01-05 17:00:00,16833.0,16839.8,16806.7,16806.8,5674.044,-0.0015564664646825488,0.001231845730480987
114,2023-01-05 18:00:00,16806.8,16840.0,16794.0,16837.0,7502.341,0.0017968917342980895,0.0012982710031652041
115,2023-01-05 19:00:00,16837.0,16867.8,16821.0,16856.4,7314.816,0.0011522242679813388,0.0012863667976333191
116,2023-01-05 20:00:00,16856.3,16863.4,16839.4,16852.8,5329.164,-0.00021356873353750583,0.0012479820326283546
117,2023-01-05 21:00:00,16852.8,16857.8,16827.6,16840.0,5015.939,-0.0007595177062564851,0.0012613575510809132
118,2023-01-05 22:00:00,16840.0,16848.6,16825.3,16829.9,2954.103,-0.0005997624703086846,0.0012690569812860222
119,2023-01-05 23:00:00,16829.9,16838.4,16810.0,16823.8,5780.316,-0.00036245016310265665,0.0012659018329519633
120,2023-01-06 00:00:00,16823.8,16865.0,16818.9,16852.1,7028.24,0.0016821407767566576,0.001314406377161491
121,2023-01-06 01:00:00,16852.1,16854.7,16812.3,16818.1,4807.908,-0.0020175527085645184,0.0013910122962003265
122,2023-01-06 02:00:00,16818.1,16831.2,16795.6,16828.8,6370.672,0.0006362193113371717,0.0013543356132648462
123,2023-01-06 03:00:00,16828.8,16834.2,16820.0,16825.1,2861.271,-0.00021986119034045348,0.0013540092843040321
124,2023-01-06 04:00:00,16825.0,16828.0,16796.3,16814.3,6217.468,-0.0006418981165045023,0.0013434934904605824
125,2023-01-06 05:00:00,16814.4,16814.4,16778.3,16801.4,6139.426,-0.0007672041060287071,0.0013556774090294629
126,2023-01-06 06:00:00,16801.3,16807.3,16773.0,16779.1,5909.454,-0.0013272703465189162,0.0013679452146789547
127,2023-01-06 07:00:00,16779.2,16796.5,16773.4,16785.6,5591.799,0.0003873866893933098,0.0013620898659067594
128,2023-01-06 08:00:00,16785.6,16805.3,16785.6,16792.8,4301.9,0.0004289390906491164,0.0013577246354968433
129,2023-01-06 09:00:00,16792.7,16792.8,16755.0,16781.2,10013.057,-0.0006907722357200052,0.0012390185832758548
130,2023-01-06 10:00:00,16781.3,16796.8,16755.3,16760.2,6194.064,-0.0012514003766119774,0.0010421910812516988
131,2023-01-06 11:00:00,16760.2,16764.1,16685.2,16731.4,23022.788,-0.0017183565828570169,0.0010668907257532334
132,2023-01-06 12:00:00,16731.5,16742.6,16712.0,16724.4,9061.594,-0.0004183750313780932,0.0010668723459600197
133,2023-01-06 13:00:00,16724.3,16812.6,16664.8,16766.9,49100.158,0.002541197292578401,0.0012023885829200369
134,2023-01-06 14:00:00,16766.9,16784.0,16715.0,16742.9,19659.166,-0.0014313916108523728,0.0011471970149706115
135,2023-01-06 15:00:00,16743.0,16843.0,16743.0,16834.2,24472.004,0.005453057714015941,0.0016997404118383305
136,2023-01-06 16:00:00,16834.1,16846.3,16801.6,16820.6,11461.978,-0.0008078791982988331,0.0017076597806756082
137,2023-01-06 17:00:00,16820.5,16836.8,16805.0,16814.9,5380.131,-0.0003388701948798811,0.0017016143547119702
138,2023-01-06 18:00:00,16815.0,16858.6,16814.9,16841.5,11125.211,0.0015819303118067563,0.0017356715452438239
139,2023-01-06 19:00:00,16841.6,16960.0,16837.7,16932.6,30019.766,0.0054092568951695785,0.002106224446081547
140,2023-01-06 20:00:00,16932.7,17030.0,16881.0,16888.7,41959.935,-0.002592631964376313,0.0021769115310627265
141,2023-01-06 21:00:00,16888.6,16943.4,16881.8,16922.9,11252.297,0.0020250226482796396,0.002156480705315801
142,2023-01-06 22:00:00,16923.0,16958.9,16922.9,16948.8,6267.036,0.001530470545828333,0.0021727476005859855
143,2023-01-06 23:00:00,16948.8,16974.4,16935.0,16943.8,8756.306,-0.00029500613612765125,0.0021738633654702745
144,2023-01-07 00:00:00,16943.9,16970.0,16924.8,16970.0,6405.583,0.0015462883178507525,0.0021761762389642526
145,2023-01-07 01:00:00,16969.9,16973.6,16935.2,16941.1,4401.729,-0.001703005303476779,0.002213759829288115
146,2023-01-07 02:00:00,16941.1,16947.4,16927.9,16935.0,3939.415,-0.00036007106976521097,0.0021840282586969044
147,2023-01-07 03:00:00,16934.9,16948.1,16929.5,16944.4,3297.321,0.0005550634780042696,0.0021840373247849466
148,2023-01-07 04:00:00,16944.3,16945.0,16928.0,16930.0,2526.168,-0.0008498382946579008,0.002204027428364921
149,2023-01-07 05:00:00,16930.0,16933.2,16925.2,16926.9,2107.052,-0.00018310691080913877,0.0021935907664125814
150,2023-01-07 06:00:00,16926.8,16930.0,16915.8,16925.1,3410.9,-0.00010633961327843888,0.0021619848111745126
151,2023-01-07 07:00:00,16925.1,16940.9,16925.1,16939.8,2512.011,0.0008685325345196837,0.0020992675106886794
152,2023-01-07 08:00:00,16939.8,16946.4,16920.6,16922.2,4131.389,-0.0010389733054698702,0.002119927735688786
153,2023-01-07 09:00:00,16922.1,16927.1,16915.3,16924.1,3136.234,0.00011227854534268111,0.0020712917819854133
154,2023-01-07 10:00:00,16924.0,16924.1,16905.6,16917.1,2823.815,-0.0004136113589496837,0.002034323817698442
155,2023-01-07 11:00:00,16917.2,16920.0,16903.0,16912.3,3366.819,-0.0002837365742355269,0.0016747682377585395
156,2023-01-07 12:00:00,16912.3,16915.1,16902.0,16912.6,3263.207,1.773856897036019e-05,0.001657856876826499
157,2023-01-07 13:00:00,16912.5,16931.7,16906.5,16911.9,4573.774,-4.138926007812849e-05,0.0016533967180496405
158,2023-01-07 14:00:00,16911.9,16943.2,16900.1,16931.7,5990.949,0.0011707732425096928,0.001638967097946145
159,2023-01-07 15:00:00,16931.8,16944.0,16928.9,16934.5,2901.621,0.0001653702817792091,0.0011060881406267206
160,2023-01-07 16:00:00,16934.5,16934.5,16910.4,16916.4,3508.278,-0.001068823998346513,0.0009605608054067393
161,2023-01-07 17:00:00,16916.4,16929.8,16914.1,16923.2,2068.515,0.00040197677992948044,0.0008499980743904923
162,2023-01-07 18:00:00,16923.2,16933.3,16923.2,16932.2,1931.878,0.0005318143140777831,0.0007820524348081356
163,2023-01-07 19:00:00,16932.1,16939.6,16929.6,16937.3,1851.553,0.00030120126150157134,0.0007835314504434348
164,2023-01-07 20:00:00,16937.3,16945.8,16930.1,16939.3,3573.604,0.00011808257514478449,0.0006932566375516718
165,2023-01-07 21:00:00,16939.3,16942.0,16929.1,16931.5,2621.893,-0.0004604676698564125,0.000588955776628073
166,2023-01-07 22:00:00,16931.5,16932.4,16922.9,16930.4,1846.527,-6.496766382180219e-05,0.0005838778895801323
167,2023-01-07 23:00:00,16930.4,16940.4,16925.6,16936.5,1782.87,0.00036029863440911747,0.0005754608883009396
168,2023-01-08 00:00:00,16936.5,16949.3,16905.0,16919.4,6829.26,-0.0010096537064918643,0.0005885059325511624
169,2023-01-08 01:00:00,16919.3,16930.0,16908.6,16924.8,3755.241,0.0003191602539096561,0.0005923840478695199
170,2023-01-08 02:00:00,16924.9,16927.4,16912.3,16925.4,1786.53,3.545093590484605e-05,0.0005919687800875625
171,2023-01-08 03:00:00,16925.5,16939.5,16923.2,16939.0,2696.45,0.0008035260614223105,0.0005871135745199291
172,2023-01-08 04:00:00,16938.9,16939.4,16930.0,16930.8,1584.257,-0.0004840899698920209,0.0005473027767726337
173,2023-01-08 05:00:00,16930.8,16937.2,16929.3,16937.2,1450.567,0.00037800930847931014,0.0005527178383722731
174,2023-01-08 06:00:00,16937.2,16945.9,16927.5,16945.8,2074.113,0.0005077580709915708,0.0005514183494168841
175,2023-01-08 07:00:00,16945.8,16947.5,16938.1,16945.5,2888.958,-1.7703501752563966e-05,0.0005452318079567744
176,2023-01-08 08:00:00,16945.5,16949.9,16933.0,16938.8,2905.593,-0.00039538520551185563,0.0005561568398505184
177,2023-01-08 09:00:00,16938.8,16960.0,16918.4,16927.4,7503.543,-0.0006730110751645979,0.0005806594486633585
178,2023-01-08 10:00:00,16927.4,16931.6,16927.2,16930.8,1912.733,0.0002008577808758627,0.0005190023698408043
179,2023-01-08 11:00:00,16930.8,16933.2,16917.8,16918.6,3208.082,-0.00072058024428856,0.0005412493479897624
180,2023-01-08 12:00:00,16918.5,16922.5,16915.3,16915.3,3784.313,-0.0001950516000140956,0.0004869553989764351
181,2023-01-08 13:00:00,16915.4,16929.5,16912.7,16924.1,2907.513,0.0005202390735015161,0.0004928164012924297
182,2023-01-08 14:00:00,16924.1,16948.0,16924.0,16945.6,4701.892,0.0012703777453453302,0.0005579168652789204
183,2023-01-08 15:00:00,16945.7,17015.6,16931.7,16991.0,15661.036,0.0026791615522614443,0.0008120727481862115
184,2023-01-08 16:00:00,16990.9,17015.1,16910.2,16930.1,20311.479,-0.0035842504855512214,0.0011664545835364784
185,2023-01-08 17:00:00,16930.1,16944.2,16912.2,16919.9,5318.739,-0.0006024772446705517,0.0011696629869330146
186,2023-01-08 18:00:00,16920.0,16927.7,16912.0,16922.1,3192.365,0.00013002440912757152,0.0011702004537734853
187,2023-01-08 19:00:00,16922.1,16932.6,16915.7,16920.3,2361.461,-0.00010636977680067439,0.001166784774237154
188,2023-01-08 20:00:00,16920.3,16974.6,16916.5,16959.4,10144.525,0.002310833732262596,0.0012554947465126508
189,2023-01-08 21:00:00,16959.5,16983.0,16940.0,16949.2,5695.692,-0.0006014363715698412,0.0012646060251121061
190,2023-01-08 22:00:00,16949.2,16969.8,16946.1,16956.8,3861.252,0.00044839874448343586,0.001267332415357963
191,2023-01-08 23:00:00,16956.8,17181.1,16956.8,17124.7,41181.724,0.00990163238346864,0.0025347491108705434
192,2023-01-09 00:00:00,17124.6,17192.3,17098.2,17178.9,31702.774,0.0031650189492371528,0.0025873106868958807
193,2023-01-09 01:00:00,17178.9,17238.6,17138.6,17167.0,18720.147,-0.0006927102433800236,0.002606004789494994
194,2023-01-09 02:00:00,17167.0,17245.1,17154.3,17182.9,26220.759,0.0009261956078523426,0.0026062519622867602
195,2023-01-09 03:00:00,17182.9,17207.0,17171.9,17188.1,8552.086,0.0003026264483874108,0.0026026026864522673
196,2023-01-09 04:00:00,17188.1,17239.8,17186.0,17216.1,12566.213,0.00162903404099346,0.0025965369993520694
197,2023-01-09 05:00:00,17216.1,17248.0,17193.3,17195.0,9693.771,-0.001225596970277687,0.0026160752575257826
198,2023-01-09 06:00:00,17195.0,17205.7,17171.7,17180.9,7630.862,-0.0008200058156440093,0.0026379973280956414
199,2023-01-09 07:00:00,17180.9,17204.5,17178.3,17189.7,5972.366,0.0005121966835264224,0.0026164679494487995
200,2023-01-09 08:00:00,17189.8,17230.0,17180.0,17182.7,8896.254,-0.00040722060303555185,0.002621133813282866
201,2023-01-09 09:00:00,17182.7,17268.0,17181.1,17230.1,19360.962,0.002758588580374255,0.0026566548879357805
202,2023-01-09 10:00:00,17230.0,17277.7,17227.5,17255.4,14131.052,0.0014683606015055695,0.002658477020316769
203,2023-01-09 11:00:00,17255.4,17270.6,17230.3,17232.2,8365.844,-0.0013445066471945433,0.002669739356322296
204,2023-01-09 12:00:00,17232.2,17246.6,17223.0,17242.6,7630.195,0.0006035213147479457,0.0024722650532762727
205,2023-01-09 13:00:00,17242.6,17289.0,17181.9,17218.6,19686.683,-0.0013919014533770868,0.0025039140125770647
206,2023-01-09 14:00:00,17218.5,17265.9,17200.1,17255.2,16101.262,0.0021256083537570802,0.002512272297611948
207,2023-01-09 15:00:00,17255.3,17325.0,17220.1,17260.4,36956.508,0.00030135843108158866,0.002504651580771946
208,2023-01-09 16:00:00,17260.4,17345.7,17259.6,17318.4,26375.457,0.0033602929248452984,0.0025442720961902075
209,2023-01-09 17:00:00,17318.5,17365.0,17308.1,17348.9,18454.227,0.0017611326681448158,0.002518226966904056
210,2023-01-09 18:00:00,17348.9,17387.8,17317.6,17341.3,21930.866,-0.00043806811959268277,0.0025392929403090657
211,2023-01-09 19:00:00,17341.3,17341.3,17285.7,17285.7,10702.689,-0.0032062186802603865,0.0017113511396875279
212,2023-01-09 20:00:00,17285.6,17302.3,17171.8,17212.9,30981.954,-0.004211573728573281,0.0018858191362088141
213,2023-01-09 21:00:00,17212.8,17238.0,17157.0,17172.5,18826.317,-0.002347076901626166,0.0019573713632356176
214,2023-01-09 22:00:00,17172.5,17215.1,17159.9,17198.0,7755.894,0.0014849323045567075,0.001974926967066969
215,2023-01-09 23:00:00,17197.9,17198.0,17118.3,17169.7,13062.667,-0.0016455401790905766,0.002009336070763105
216,2023-01-10 00:00:00,17169.6,17212.6,17169.5,17211.0,6956.688,0.0024054002108364614,0.002050589549834317
217,2023-01-10 01:00:00,17211.0,17227.7,17181.9,17187.2,6903.167,-0.001382836558015188,0.0020557789536072716
218,2023-01-10 02:00:00,17187.1,17207.4,17140.4,17177.0,10034.579,-0.0005934649041147155,0.0020517631542356593
219,2023-01-10 03:00:00,17177.0,17200.5,17168.0,17199.9,3590.519,0.0013331780869767496,0.0020708704026587204
220,2023-01-10 04:00:00,17199.9,17215.6,17190.5,17215.5,4989.184,0.0009069820173372989,0.002077051245633228
221,2023-01-10 05:00:00,17215.6,17228.0,17203.3,17222.4,4454.395,0.00040080160320643543,0.0019828329713156207
222,2023-01-10 06:00:00,17222.4,17225.5,17181.8,17196.8,5247.231,-0.0014864362690450994,0.001976130455383794
223,2023-01-10 07:00:00,17196.9,17200.6,17184.4,17194.7,3563.696,-0.00012211574246367984,0.0019566419300345726
224,2023-01-10 08:00:00,17194.6,17263.4,17181.2,17250.9,15679.71,0.0032684489988195065,0.002093533504799453
225,2023-01-10 09:00:00,17250.9,17269.9,17236.0,17240.1,7578.636,-0.0006260542928196999,0.002073135814780447
226,2023-01-10 10:00:00,17240.1,17269.9,17227.0,17264.6,6176.028,0.001421105446024029,0.0020420224295098076
227,2023-01-10 11:00:00,17264.6,17278.0,17242.9,17244.4,7609.6,-0.0011700242113918957,0.0020581431717504
228,2023-01-10 12:00:00,17244.3,17247.5,17212.0,17216.1,8347.089,-0.0016411124770941976,0.0019220383844368088
229,2023-01-10 13:00:00,17216.2,17248.5,17204.4,17238.7,9912.592,0.0013127247169801848,0.0018992790467164064
230,2023-01-10 14:00:00,17238.7,17325.4,17209.5,17279.4,36759.513,0.0023609668942554674,0.001990797543435123
231,2023-01-10 15:00:00,17279.4,17368.7,17263.3,17317.5,37784.812,0.002204937671446805,0.0019240106682118878
232,2023-01-10 16:00:00,17317.6,17332.9,17273.3,17294.1,14757.19,-0.0013512343005630534,0.0016776882083884843
233,2023-01-10 17:00:00,17294.2,17331.8,17280.0,17318.5,6951.798,0.0014108857934209684,0.0015807221671704167
234,2023-01-10 18:00:00,17318.6,17438.0,17317.3,17427.7,33892.659,0.0063053959638537105,0.002049040870964768
